
#####################
#### grain 13

#    orientation:
#
#    q = [7.438407e-01, 6.324508e-01, 2.031810e-01, -7.365114e-02]
#
#    R = [[9.066e-01, 3.666e-01, 2.091e-01],
#         [1.474e-01, 1.892e-01, -9.708e-01],
#         [-3.954e-01, 9.110e-01, 1.174e-01]]
#
#    left stretch tensor:
#
#    V = [[9.979e-01, -1.731e-04, -1.581e-04],
#         [-1.731e-04, 9.965e-01, -3.919e-04],
#         [-1.581e-04, -3.919e-04, 9.970e-01]]
#
#    logarithmic strain tensor (log(V) --> sample frame):
#
#    E = [[-2.129e-03, -1.736e-04, -1.585e-04],
#         [-1.736e-04, -3.517e-03, -3.932e-04],
#         [-1.585e-04, -3.932e-04, -2.986e-03]]
#
#    logarithmic strain tensor (log(U) --> crystal frame):
#
#    E = [[-2.180e-03, 9.938e-05, 2.243e-04],
#         [9.938e-05, -3.155e-03, 5.201e-04],
#         [2.243e-04, 5.201e-04, -3.297e-03]]
#
#    F^-T ( hkl --> (Xs, Ys, Zs), reciprocal lattice to sample frame ):
#
#        [[9.085e-01, 3.675e-01, 2.094e-01],
#         [1.480e-01, 1.903e-01, -9.742e-01],
#         [-3.964e-01, 9.138e-01, 1.174e-01]]
#
#    lattice parameters:
#
#    2.94437, 2.94197, 4.67008, 89.9613, 89.9743, 120.016
#
#    COM coordinates (Xs, Ys, Zs):
#    p = (-0.307693, 0.0102187, -0.402477)
#
#    reflection table:
#	spotID	hklID	H 	K 	L 	predTTh 	predEta 	predOme 	measTTh 	measEta 	measOme 	diffTTh 	diffEta 	diffOme 	predQx  	predQy  	predQz 		measX   	measY   	measOme
	1194	2	0	1	-1	4.8469e+00	4.9816e+01	8.0792e+01	4.8448e+00	4.9815e+01	8.0775e+01	2.1306e-03	1.1818e-04	1.6889e-02	2.7454e-02	3.4118e-01	2.8747e-01	6.8967e+02	1.2954e+03	8.0775e+01
	1606	3	0	-1	2	6.2949e+00	-1.1152e+02	1.0057e+02	6.2946e+00	-1.1152e+02	1.0077e+02	3.3576e-04	1.8989e-03	2.0018e-01	7.6570e-03	-5.3914e-01	-2.1480e-01	1.5261e+03	8.1924e+02	1.0077e+02
	-999	3	0	-1	-2	6.2961e+00	1.5415e+02	7.8778e+01	nan       	nan       	nan       	1.0658e-02	3.9536e+00	1.9959e+00	-1.3279e-01	2.5271e-01	-5.0547e-01	nan       	nan       	nan
	-999	3	1	-1	-2	6.2970e+00	1.4193e+02	1.2412e+02	nan       	nan       	nan       	1.0399e-02	2.4831e+00	3.2997e+00	2.2956e-01	3.5751e-01	-3.9570e-01	nan       	nan       	nan
	-999	3	-1	0	-2	6.2957e+00	1.4985e+02	3.4169e+01	nan       	nan       	nan       	3.9523e-03	1.9381e+00	6.9063e+00	-4.3257e-01	2.9112e-01	-2.5511e-01	nan       	nan       	nan
	-999	3	0	1	2	6.2961e+00	-2.5847e+01	7.1784e+01	nan       	nan       	nan       	1.8134e-02	1.0356e+01	1.5518e+01	1.3279e-01	-2.5271e-01	5.0547e-01	nan       	nan       	nan
	-999	3	-1	1	2	6.2970e+00	-3.8075e+01	1.1612e+02	nan       	nan       	nan       	1.7638e-02	2.2447e+00	3.3542e+00	-2.2956e-01	-3.5751e-01	3.9570e-01	nan       	nan       	nan
	-999	3	1	0	2	6.2957e+00	-3.0151e+01	2.6891e+01	nan       	nan       	nan       	8.2098e-03	1.2568e+01	5.6188e+00	4.3257e-01	-2.9112e-01	2.5511e-01	nan       	nan       	nan
	-999	3	-1	1	-2	6.2923e+00	4.8572e+01	1.5940e+02	nan       	nan       	nan       	2.5232e-02	6.4229e+00	3.1335e+00	-3.7000e-01	4.3434e-01	1.0503e-01	nan       	nan       	nan
	-999	3	0	1	-2	6.2949e+00	6.8483e+01	8.3515e+01	nan       	nan       	nan       	8.7623e-03	3.0543e+00	8.2598e+00	-7.6570e-03	5.3914e-01	2.1480e-01	nan       	nan       	nan
	617	4	-1	-1	0	7.3803e+00	-1.5857e+02	5.1842e+01	7.3743e+00	-1.5854e+02	5.1773e+01	5.9788e-03	3.1333e-02	6.8831e-02	-4.2491e-01	-2.4801e-01	-4.6991e-01	1.2496e+03	4.2194e+02	5.1773e+01
	1898	4	1	-2	0	7.3731e+00	-1.6447e+02	1.1506e+02	7.3745e+00	-1.6449e+02	1.1526e+02	1.3279e-03	1.8201e-02	2.0226e-01	2.3722e-01	-1.8163e-01	-6.1050e-01	1.1861e+03	3.9820e+02	1.1526e+02
	-999	4	1	1	0	7.3803e+00	2.1426e+01	4.3915e+01	nan       	nan       	nan       	1.8618e-02	9.1309e-01	3.6432e+00	4.2491e-01	2.4801e-01	4.6991e-01	nan       	nan       	nan
	1734	4	-1	2	0	7.3731e+00	1.5532e+01	1.0741e+02	7.3749e+00	1.5513e+01	1.0727e+02	1.7958e-03	1.9130e-02	1.3838e-01	-2.3722e-01	1.8163e-01	6.1050e-01	8.4014e+02	1.6449e+03	1.0727e+02
	2157	5	0	-1	3	8.1577e+00	-1.0064e+02	1.2787e+02	8.1596e+00	-1.0066e+02	1.2777e+02	1.8779e-03	1.9504e-02	9.9453e-02	4.2768e-02	-7.3710e-01	-1.4213e-01	1.7178e+03	8.8817e+02	1.2777e+02
	-999	5	0	-1	-3	8.1591e+00	1.4307e+02	7.8905e+01	nan       	nan       	nan       	1.2878e-03	6.9897e+00	5.6353e+00	-1.6790e-01	4.5067e-01	-5.7814e-01	nan       	nan       	nan
	-999	5	1	-1	-3	8.1604e+00	1.3224e+02	1.1860e+02	nan       	nan       	nan       	2.7793e-03	3.9533e+00	3.6611e+00	1.9445e-01	5.5547e-01	-4.6837e-01	nan       	nan       	nan
	-999	5	-1	0	-3	8.1578e+00	1.3930e+02	4.0399e+01	nan       	nan       	nan       	2.6727e-02	6.7147e+00	5.3727e+00	-4.6768e-01	4.8908e-01	-3.2778e-01	nan       	nan       	nan
	-999	5	0	1	3	8.1591e+00	-3.6927e+01	6.8708e+01	nan       	nan       	nan       	1.4043e-02	7.0641e+00	4.9335e+00	1.6790e-01	-4.5067e-01	5.7814e-01	nan       	nan       	nan
	-999	5	-1	1	3	8.1604e+00	-4.7764e+01	1.0649e+02	nan       	nan       	nan       	1.9247e-02	3.7439e+00	2.7786e+00	-1.9445e-01	-5.5547e-01	4.6837e-01	nan       	nan       	nan
	2519	5	-1	0	3	8.1619e+00	-6.8609e+01	1.4610e+02	8.1603e+00	-6.8577e+01	1.4627e+02	1.5385e-03	3.2096e-02	1.7173e-01	-2.5701e-01	-6.9868e-01	1.0823e-01	1.6811e+03	1.2827e+03	1.4627e+02
	-999	5	1	0	3	8.1578e+00	-4.0701e+01	2.9651e+01	nan       	nan       	nan       	8.8687e-03	6.5460e+00	6.6147e+00	4.6768e-01	-4.8908e-01	3.2778e-01	nan       	nan       	nan
	-999	5	0	1	-3	8.1577e+00	7.9362e+01	8.5627e+01	nan       	nan       	nan       	1.2689e-03	1.9980e-02	6.2489e-01	-4.2768e-02	7.3710e-01	1.4213e-01	nan       	nan       	nan
#
#    final completeness for grain 18: 50%
#####################


#####################
#### grain 29

#    orientation:
#
#    q = [8.371623e-01, 3.689094e-01, 3.553423e-01, -1.918252e-01]
#
#    R = [[6.739e-01, 5.834e-01, 4.534e-01],
#         [-5.900e-02, 6.542e-01, -7.540e-01],
#         [-7.365e-01, 4.813e-01, 4.753e-01]]
#
#    left stretch tensor:
#
#    V = [[9.964e-01, 7.292e-04, 1.153e-04],
#         [7.292e-04, 9.973e-01, -1.340e-04],
#         [1.153e-04, -1.340e-04, 9.974e-01]]
#
#    logarithmic strain tensor (log(V) --> sample frame):
#
#    E = [[-3.609e-03, 7.315e-04, 1.157e-04],
#         [7.315e-04, -2.724e-03, -1.344e-04],
#         [1.157e-04, -1.344e-04, -2.640e-03]]
#
#    logarithmic strain tensor (log(U) --> crystal frame):
#
#    E = [[-3.265e-03, -2.391e-05, -7.635e-04],
#         [-2.391e-05, -2.467e-03, -2.552e-04],
#         [-7.635e-04, -2.552e-04, -3.241e-03]]
#
#    F^-T ( hkl --> (Xs, Ys, Zs), reciprocal lattice to sample frame ):
#
#        [[6.764e-01, 5.849e-01, 4.556e-01],
#         [-5.975e-02, 6.556e-01, -7.563e-01],
#         [-7.385e-01, 4.826e-01, 4.764e-01]]
#
#    lattice parameters:
#
#    2.94118, 2.943, 4.67034, 89.9816, 90.0875, 119.982
#
#    COM coordinates (Xs, Ys, Zs):
#    p = (0.0840653, -0.00276656, -0.469902)
#
#    reflection table:
#	spotID	hklID	H 	K 	L 	predTTh 	predEta 	predOme 	measTTh 	measEta 	measOme 	diffTTh 	diffEta 	diffOme 	predQx  	predQy  	predQz 		measX   	measY   	measOme
	430	0	0	-1	0	4.2535e+00	-1.3912e+02	4.2339e+01	4.2550e+00	-1.3910e+02	4.2329e+01	1.5182e-03	1.7772e-02	9.8023e-03	-2.2889e-01	-2.5656e-01	-1.8887e-01	1.2565e+03	7.4091e+02	4.2329e+01
	1813	0	1	-1	0	4.2559e+00	-1.5775e+02	1.1072e+02	4.2559e+00	-1.5778e+02	1.1074e+02	7.2972e-05	2.7812e-02	1.9450e-02	1.1479e-01	-1.4853e-01	-3.4471e-01	1.1538e+03	6.7653e+02	1.1074e+02
	2730	0	1	0	0	4.2561e+00	1.6401e+02	1.5782e+02	4.2551e+00	1.6406e+02	1.5775e+02	1.0365e-03	4.8819e-02	7.3686e-02	3.4368e-01	1.0803e-01	-1.5585e-01	9.1108e+02	6.6428e+02	1.5775e+02
	326	0	0	1	0	4.2535e+00	4.0880e+01	3.6715e+01	4.2544e+00	4.0907e+01	3.6767e+01	9.7340e-04	2.6972e-02	5.2452e-02	2.2889e-01	2.5656e-01	1.8887e-01	7.6976e+02	1.3030e+03	3.6767e+01
	1714	0	-1	1	0	4.2559e+00	2.2252e+01	1.0612e+02	4.2555e+00	2.2237e+01	1.0622e+02	4.2913e-04	1.5033e-02	1.0184e-01	-1.1479e-01	1.4853e-01	3.4471e-01	8.7240e+02	1.3652e+03	1.0622e+02
	2654	0	-1	0	0	4.2561e+00	-1.5986e+01	1.5339e+02	4.2548e+00	-1.5919e+01	1.5327e+02	1.3343e-03	6.7094e-02	1.2275e-01	-3.4368e-01	-1.0803e-01	1.5585e-01	1.1153e+03	1.3796e+03	1.5327e+02
	580	1	0	0	-2	4.6435e+00	1.3102e+02	4.9814e+01	4.6418e+00	1.3102e+02	4.9737e+01	1.6563e-03	1.1508e-03	7.7023e-02	-1.9446e-01	3.2284e-01	-2.0334e-01	7.0725e+02	7.5548e+02	4.9737e+01
	450	1	0	0	2	4.6435e+00	-4.8982e+01	4.2744e+01	4.6407e+00	-4.8984e+01	4.2728e+01	2.7233e-03	1.9375e-03	1.5882e-02	1.9446e-01	-3.2284e-01	2.0334e-01	1.3194e+03	1.2882e+03	4.2728e+01
	401	2	0	-1	1	4.8451e+00	-1.1056e+02	4.0383e+01	4.8462e+00	-1.1055e+02	4.0766e+01	1.0792e-03	6.6513e-03	3.8229e-01	-1.3166e-01	-4.1798e-01	-8.7195e-02	1.4099e+03	8.7315e+02	4.0766e+01
	2280	2	1	-1	1	4.8505e+00	-1.3609e+02	1.3446e+02	4.8473e+00	-1.3606e+02	1.3424e+02	3.1677e-03	3.1787e-02	2.2173e-01	2.1202e-01	-3.0995e-01	-2.4304e-01	1.3074e+03	7.1589e+02	1.3424e+02
	477	2	0	-1	-1	4.8472e+00	-1.6770e+02	4.4178e+01	4.8475e+00	-1.6766e+02	4.4228e+01	2.6175e-04	3.7755e-02	5.0542e-02	-3.2612e-01	-9.5145e-02	-2.9054e-01	1.1037e+03	6.0802e+02	4.4228e+01
	2332	2	1	0	-1	4.8452e+00	1.4287e+02	1.3678e+02	4.8469e+00	1.4289e+02	1.3676e+02	1.6508e-03	1.7077e-02	2.1407e-02	2.4646e-01	2.6945e-01	-2.5752e-01	7.5754e+02	6.8328e+02	1.3676e+02
	1479	2	1	-1	-1	4.8461e+00	1.7835e+02	9.4677e+01	4.8482e+00	1.7831e+02	9.4734e+01	2.1151e-03	3.3083e-02	5.7058e-02	1.7563e-02	1.2887e-02	-4.4638e-01	1.0007e+03	5.9720e+02	9.4734e+01
	381	2	0	1	1	4.8472e+00	1.2300e+01	3.9217e+01	4.8467e+00	1.2343e+01	3.9237e+01	4.4850e-04	4.2712e-02	2.0377e-02	3.2612e-01	9.5145e-02	2.9054e-01	9.2260e+02	1.4360e+03	3.9237e+01
	1386	2	-1	1	1	4.8461e+00	-1.6538e+00	8.9829e+01	4.8475e+00	-1.6870e+00	8.9749e+01	1.3938e-03	3.3159e-02	8.0100e-02	-1.7563e-02	-1.2887e-02	4.4638e-01	1.0257e+03	1.4447e+03	8.9749e+01
	2205	2	-1	0	1	4.8452e+00	-3.7125e+01	1.3071e+02	4.8462e+00	-3.7099e+01	1.3075e+02	9.3380e-04	2.6031e-02	4.5245e-02	-2.4646e-01	-2.6945e-01	2.5752e-01	1.2691e+03	1.3594e+03	1.3075e+02
	2152	2	-1	1	-1	4.8505e+00	4.3911e+01	1.2774e+02	4.8479e+00	4.3949e+01	1.2773e+02	2.6031e-03	3.8512e-02	9.7809e-03	-2.1202e-01	3.0995e-01	2.4304e-01	7.1885e+02	1.3264e+03	1.2773e+02
	-999	2	0	1	-1	4.8451e+00	6.9439e+01	2.6646e+01	nan       	nan       	nan       	1.4571e-03	1.6566e-02	5.0081e-01	1.3166e-01	4.1798e-01	8.7195e-02	nan       	nan       	nan
	-999	3	0	-1	2	6.2971e+00	-9.1923e+01	3.5815e+01	nan       	nan       	nan       	5.5703e-04	1.6143e-01	3.0070e+00	-3.4436e-02	-5.7940e-01	1.4476e-02	nan       	nan       	nan
	-999	3	0	-1	-2	6.3003e+00	1.7344e+02	4.5984e+01	nan       	nan       	nan       	2.4541e-02	4.5557e+00	7.2038e+00	-4.2335e-01	6.6274e-02	-3.9221e-01	nan       	nan       	nan
	-666	3	1	0	-2	6.2955e+00	1.3198e+02	1.1726e+02	6.2932e+00	1.3221e+02	1.1683e+02	2.3324e-03	2.3055e-01	4.3265e-01	1.4923e-01	4.3087e-01	-3.5919e-01	6.0510e+02	6.5069e+02	1.1683e+02
	-999	3	1	-1	-2	6.2970e+00	1.6250e+02	8.5030e+01	nan       	nan       	nan       	2.7058e-02	4.4421e+00	4.2561e+00	-7.9666e-02	1.7431e-01	-5.4805e-01	nan       	nan       	nan
	-999	3	0	1	2	6.3003e+00	-6.5610e+00	3.9642e+01	nan       	nan       	nan       	2.3791e-02	4.4538e+00	6.9157e+00	4.2335e-01	-6.6274e-02	3.9221e-01	nan       	nan       	nan
	-999	3	-1	1	2	6.2970e+00	-1.7498e+01	7.8428e+01	nan       	nan       	nan       	2.4089e-02	3.8036e+00	7.8377e+00	7.9666e-02	-1.7431e-01	5.4805e-01	nan       	nan       	nan
	-999	3	-1	0	2	6.2955e+00	-4.8023e+01	1.0786e+02	nan       	nan       	nan       	1.3243e-02	4.1298e-01	5.8379e-01	-1.4923e-01	-4.3087e-01	3.5919e-01	nan       	nan       	nan
	-999	3	0	-1	2	6.2971e+00	-8.8077e+01	9.8585e+01	nan       	nan       	nan       	7.9159e-04	1.3741e-01	2.6996e+00	-3.4436e-02	-5.7940e-01	1.4476e-02	nan       	nan       	nan
	-999	3	-1	1	-2	6.3037e+00	5.4315e+01	1.5004e+02	nan       	nan       	nan       	3.8887e-03	7.7615e-01	6.2307e+00	-3.0925e-01	4.7137e-01	1.4137e-01	nan       	nan       	nan
	1239	4	1	-2	0	7.3719e+00	-1.4332e+02	8.2522e+01	7.3741e+00	-1.4336e+02	8.2713e+01	2.1476e-03	3.5857e-02	1.9118e-01	-1.1410e-01	-4.0510e-01	-5.3358e-01	1.3991e+03	5.0203e+02	8.2713e+01
	2311	4	2	-1	0	7.3765e+00	-1.7658e+02	1.3618e+02	7.3735e+00	-1.7657e+02	1.3624e+02	2.9578e-03	1.1245e-02	6.2664e-02	4.5848e-01	-4.0500e-02	-5.0056e-01	1.0519e+03	3.7580e+02	1.3624e+02
	1038	4	-1	2	0	7.3719e+00	3.6679e+01	7.3337e+01	7.3736e+00	3.6651e+01	7.3275e+01	1.6963e-03	2.7832e-02	6.1546e-02	1.1410e-01	4.0510e-01	5.3358e-01	6.2696e+02	1.5401e+03	7.3275e+01
	-999	4	-2	1	0	7.3765e+00	3.4216e+00	1.2879e+02	nan       	nan       	nan       	4.0271e-02	8.3066e+00	2.0277e+00	-4.5848e-01	4.0500e-02	5.0056e-01	nan       	nan       	nan
	-999	5	0	-1	-3	8.1679e+00	1.6235e+02	4.7777e+01	nan       	nan       	nan       	2.2869e-02	3.8268e+00	1.2009e+01	-5.2058e-01	2.2769e-01	-4.9388e-01	nan       	nan       	nan
	-999	5	1	0	-3	8.1617e+00	1.2788e+02	1.0307e+02	nan       	nan       	nan       	1.7807e-03	2.7912e+00	1.6694e+00	5.1999e-02	5.9229e-01	-4.6086e-01	nan       	nan       	nan
	-999	5	1	-1	-3	8.1634e+00	1.5343e+02	7.9332e+01	nan       	nan       	nan       	1.9753e-02	3.4214e+00	6.0623e+00	-1.7689e-01	3.3572e-01	-6.4972e-01	nan       	nan       	nan
	1315	5	0	1	-3	8.1642e+00	9.9252e+01	8.5538e+01	8.1639e+00	9.9207e+01	8.5879e+01	2.6962e-04	4.5592e-02	3.4035e-01	-6.2792e-02	7.4082e-01	-1.1615e-01	3.0573e+02	9.0614e+02	8.5879e+01
	-999	5	0	1	3	8.1679e+00	-1.7651e+01	3.9207e+01	nan       	nan       	nan       	1.0938e-02	1.9271e-01	4.4321e+00	5.2058e-01	-2.2769e-01	4.9388e-01	nan       	nan       	nan
	-999	5	-1	1	3	8.1634e+00	-2.6572e+01	7.0208e+01	nan       	nan       	nan       	2.4427e-02	3.2268e+00	6.4336e+00	1.7689e-01	-3.3572e-01	6.4972e-01	nan       	nan       	nan
	1384	5	-1	0	3	8.1617e+00	-5.2124e+01	8.9809e+01	8.1636e+00	-5.2138e+01	8.9777e+01	1.9069e-03	1.3387e-02	3.1838e-02	-5.1999e-02	-5.9229e-01	4.6086e-01	1.5799e+03	1.4613e+03	8.9777e+01
	334	5	0	-1	3	8.1642e+00	-8.0748e+01	3.7668e+01	8.1635e+00	-8.0789e+01	3.7225e+01	6.7265e-04	4.1603e-02	4.4306e-01	6.2792e-02	-7.4082e-01	1.1615e-01	1.7213e+03	1.1369e+03	3.7225e+01
#
#    final completeness for grain 29: 58.9744%
#####################


#####################
#### grain 23

#    orientation:
#
#    q = [7.590341e-01, 6.152181e-01, 2.128531e-01, 8.214672e-03]
#
#    R = [[9.093e-01, 2.494e-01, 3.332e-01],
#         [2.744e-01, 2.429e-01, -9.304e-01],
#         [-3.130e-01, 9.374e-01, 1.524e-01]]
#
#    left stretch tensor:
#
#    V = [[9.973e-01, -3.289e-05, 1.876e-04],
#         [-3.289e-05, 9.966e-01, -2.571e-04],
#         [1.876e-04, -2.571e-04, 9.973e-01]]
#
#    logarithmic strain tensor (log(V) --> sample frame):
#
#    E = [[-2.666e-03, -3.296e-05, 1.881e-04],
#         [-3.296e-05, -3.415e-03, -2.579e-04],
#         [1.881e-04, -2.579e-04, -2.739e-03]]
#
#    logarithmic strain tensor (log(U) --> crystal frame):
#
#    E = [[-2.809e-03, 6.088e-05, 1.399e-04],
#         [6.088e-05, -2.808e-03, 4.450e-04],
#         [1.399e-04, 4.450e-04, -3.203e-03]]
#
#    F^-T ( hkl --> (Xs, Ys, Zs), reciprocal lattice to sample frame ):
#
#        [[9.117e-01, 2.499e-01, 3.341e-01],
#         [2.753e-01, 2.440e-01, -9.336e-01],
#         [-3.140e-01, 9.400e-01, 1.525e-01]]
#
#    lattice parameters:
#
#    2.94252, 2.94237, 4.67052, 89.9639, 89.984, 119.995
#
#    COM coordinates (Xs, Ys, Zs):
#    p = (-0.469975, 0.00102901, 0.220367)
#
#    reflection table:
#	spotID	hklID	H 	K 	L 	predTTh 	predEta 	predOme 	measTTh 	measEta 	measOme 	diffTTh 	diffEta 	diffOme 	predQx  	predQy  	predQz 		measX   	measY   	measOme
	1117	0	0	-1	0	4.2549e+00	-1.6591e+02	7.7304e+01	4.2546e+00	-1.6591e+02	7.7271e+01	3.3831e-04	4.3175e-03	3.3351e-02	-9.7802e-02	-9.5466e-02	-3.6785e-01	1.1037e+03	6.6296e+02	7.7271e+01
	2263	0	1	-1	0	4.2551e+00	1.7333e+02	1.3400e+02	4.2553e+00	1.7333e+02	1.3383e+02	1.8788e-04	3.1030e-03	1.7109e-01	2.6008e-01	4.5550e-02	-2.9033e-01	9.7001e+02	6.5625e+02	1.3383e+02
	-999	0	0	1	0	4.2549e+00	1.4090e+01	7.2918e+01	nan       	nan       	nan       	8.0820e-03	1.8144e+00	1.6532e+00	9.7802e-02	9.5466e-02	3.6785e-01	nan       	nan       	nan
	-999	0	-1	1	0	4.2551e+00	-6.6699e+00	1.2971e+02	nan       	nan       	nan       	6.5982e-03	2.9292e-01	1.5519e+00	-2.6008e-01	-4.5550e-02	2.9033e-01	nan       	nan       	nan
	214	1	0	0	-2	4.6433e+00	1.1135e+02	3.0892e+01	4.6420e+00	1.1147e+02	3.0547e+01	1.2803e-03	1.2025e-01	3.4515e-01	-1.4259e-01	3.9850e-01	-6.5101e-02	6.3548e+02	8.7308e+02	3.0547e+01
	1370	2	0	-1	1	4.8492e+00	-1.3873e+02	8.8705e+01	4.8491e+00	-1.3874e+02	8.8765e+01	6.5142e-05	6.4877e-03	5.9820e-02	-2.6504e-02	-2.9471e-01	-3.3530e-01	1.2929e+03	7.0533e+02	8.8765e+01
	2491	2	1	-1	1	4.8480e+00	-1.5987e+02	1.4470e+02	4.8480e+00	-1.5986e+02	1.4476e+02	1.6918e-05	1.5135e-02	6.1173e-02	3.3138e-01	-1.5370e-01	-2.5778e-01	1.1591e+03	6.2777e+02	1.4476e+02
	969	2	0	-1	-1	4.8456e+00	1.6656e+02	6.9595e+01	4.8455e+00	1.6658e+02	6.9762e+01	6.1394e-05	2.1919e-02	1.6625e-01	-1.6910e-01	1.0378e-01	-4.0040e-01	9.1483e+02	6.1120e+02	6.9762e+01
	2053	2	1	-1	-1	4.8472e+00	1.4676e+02	1.2321e+02	4.8470e+00	1.4676e+02	1.2326e+02	1.8927e-04	3.7533e-03	5.1218e-02	1.8879e-01	2.4480e-01	-3.2288e-01	7.8089e+02	6.7093e+02	1.2326e+02
	871	2	0	1	1	4.8456e+00	-1.3442e+01	6.4614e+01	4.8472e+00	-1.3446e+01	6.4763e+01	1.6109e-03	4.0380e-03	1.4990e-01	1.6910e-01	-1.0378e-01	4.0040e-01	1.1119e+03	1.4358e+03	6.4763e+01
	1935	2	-1	1	1	4.8472e+00	-3.3239e+01	1.1742e+02	4.8476e+00	-3.3269e+01	1.1726e+02	4.1751e-04	3.0606e-02	1.5328e-01	-1.8879e-01	-2.4480e-01	3.2288e-01	1.2460e+03	1.3800e+03	1.1726e+02
	2390	2	-1	1	-1	4.8480e+00	2.0126e+01	1.3954e+02	4.8469e+00	2.0136e+01	1.3944e+02	1.1015e-03	9.6086e-03	9.6572e-02	-3.3138e-01	1.5370e-01	2.5778e-01	8.6720e+02	1.4238e+03	1.3944e+02
	1225	2	0	1	-1	4.8492e+00	4.1271e+01	8.2256e+01	4.8479e+00	4.1244e+01	8.2266e+01	1.2587e-03	2.7160e-02	9.9822e-03	2.6504e-02	2.9471e-01	3.3530e-01	7.3349e+02	1.3429e+03	8.2266e+01
	-999	3	0	-1	2	6.3023e+00	-1.2164e+02	1.0441e+02	nan       	nan       	nan       	1.0279e-02	7.2616e-02	4.3414e+00	4.4793e-02	-4.9396e-01	-3.0275e-01	nan       	nan       	nan
	-999	3	1	-1	2	6.3003e+00	-1.4252e+02	1.5475e+02	nan       	nan       	nan       	4.0014e-03	8.7454e+00	5.2169e-01	4.0268e-01	-3.5295e-01	-2.2523e-01	nan       	nan       	nan
	-999	3	0	-1	-2	6.2968e+00	1.4848e+02	6.4650e+01	nan       	nan       	nan       	2.1306e-02	4.3919e+00	4.5583e-01	-2.4040e-01	3.0303e-01	-4.3295e-01	nan       	nan       	nan
	-999	3	1	-1	-2	6.2991e+00	1.3003e+02	1.1318e+02	nan       	nan       	nan       	2.5887e-02	2.5119e+00	3.6474e+00	1.1749e-01	4.4405e-01	-3.5543e-01	nan       	nan       	nan
	-999	3	0	1	2	6.2968e+00	-3.1516e+01	5.7267e+01	nan       	nan       	nan       	2.0429e-02	4.6625e+00	1.0013e+00	2.4040e-01	-3.0303e-01	4.3295e-01	nan       	nan       	nan
	-999	3	-1	1	2	6.2991e+00	-4.9971e+01	1.0340e+02	nan       	nan       	nan       	2.3481e-02	2.0432e+00	3.8751e+00	-1.1749e-01	-4.4405e-01	3.5543e-01	nan       	nan       	nan
	-999	3	-1	1	-2	6.3003e+00	3.7481e+01	1.4681e+02	nan       	nan       	nan       	2.5863e-02	2.8015e+00	5.4797e+00	-4.0268e-01	3.5295e-01	2.2523e-01	nan       	nan       	nan
	-999	3	0	1	-2	6.3023e+00	5.8359e+01	9.2425e+01	nan       	nan       	nan       	3.2738e-02	5.5359e-01	4.3236e+00	-4.4793e-02	4.9396e-01	3.0275e-01	nan       	nan       	nan
	-999	4	-1	-1	0	7.3727e+00	-1.5959e+02	4.8277e+01	nan       	nan       	nan       	1.4600e-02	1.0840e+00	3.4967e+00	-4.5569e-01	-2.3648e-01	-4.4537e-01	nan       	nan       	nan
	-999	4	1	-2	0	7.3735e+00	-1.7578e+02	1.0755e+02	nan       	nan       	nan       	3.3705e-02	1.1370e+00	7.7951e-01	1.6228e-01	-4.9916e-02	-6.5818e-01	nan       	nan       	nan
	397	4	1	1	0	7.3727e+00	2.0406e+01	4.0412e+01	7.3741e+00	2.0451e+01	4.0272e+01	1.3556e-03	4.5081e-02	1.3938e-01	4.5569e-01	2.3648e-01	4.4537e-01	7.8690e+02	1.6289e+03	4.0272e+01
	-999	4	-1	2	0	7.3735e+00	4.2201e+00	1.0015e+02	nan       	nan       	nan       	3.4658e-02	1.0996e+00	4.3823e-01	-1.6228e-01	4.9916e-02	6.5818e-01	nan       	nan       	nan
	2718	4	-2	1	0	7.3731e+00	-1.5965e+01	1.5716e+02	7.3733e+00	-1.5922e+01	1.5726e+02	1.2140e-04	4.3873e-02	9.9863e-02	-6.1797e-01	-1.8657e-01	2.1281e-01	1.1908e+03	1.6483e+03	1.5726e+02
	2065	5	0	-1	3	8.1698e+00	-1.1264e+02	1.2376e+02	8.1694e+00	-1.1266e+02	1.2376e+02	3.5781e-04	1.4605e-02	1.3384e-03	1.1609e-01	-6.9321e-01	-2.7020e-01	1.6757e+03	7.4878e+02	1.2376e+02
	-999	5	0	-1	-3	8.1633e+00	1.3799e+02	6.1680e+01	nan       	nan       	nan       	1.2466e-02	1.7406e-01	2.0889e+00	-3.1169e-01	5.0228e-01	-4.6550e-01	nan       	nan       	nan
	1689	5	1	-1	-3	8.1659e+00	1.2103e+02	1.0467e+02	8.1663e+00	1.2102e+02	1.0477e+02	3.4677e-04	1.4646e-02	9.8156e-02	4.6191e-02	6.4330e-01	-3.8798e-01	3.9863e+02	6.5527e+02	1.0477e+02
	-999	5	-1	0	-3	8.1639e+00	1.4252e+02	2.2172e+01	nan       	nan       	nan       	1.5839e-02	6.3801e+00	3.1016e+00	-5.7178e-01	4.5673e-01	-1.7517e-01	nan       	nan       	nan
	-999	5	0	1	3	8.1633e+00	-4.2009e+01	5.0708e+01	nan       	nan       	nan       	5.5012e-03	2.8420e-01	2.0595e+00	3.1169e-01	-5.0228e-01	4.6550e-01	nan       	nan       	nan
